SampleID,SampleRowID,StationCode,SampleDate,SampleTime,MethodCode,GearID,GearConditionCode,SampleAltered,WeatherCode,VegetationRank,MicrocystisVisualRank,YSI Handheld #,WaterTemperature,Secchi,Too Clear For Secchi,Conductivity,SpCnd,DO,pH,Turbidity,Entered By,Checked By,UserName,AgencyCode,s_ColLineage,s_Generation,s_Lineage,DataCorrectionComments
7220,{301A0608-7179-4E02-8AA9-09AE6969C782},BL1,11/9/2016,8:41:00 AM,BSEIN,SEIN50,1,No,FOG,,,,16.10,0.21,FALSE,252.3,304.3,5.42,7.68,108.20,rf,as,,,,,,entered avg NTU
7221,{78528F43-35DB-42CD-8681-EB655C38D8B3},BL2,11/9/2016,8:12:00 AM,BSEIN,SEIN50,2,No,CLR,,,,16.40,0.18,FALSE,261.7,313,4.49,7.52,60.80,rf,as,,,,,,
7222,{AFF4CF2D-8E45-4F71-9615-D28D4297EE71},BL5,11/23/2016,9:29:00 AM,BSEIN,SEIN50,1,No,CLR,,1,1,12.50,,FALSE,153,200,9.89,7.35,8.30,rf,as,,,,,,
7223,{960D6089-A2B6-410E-BD4C-E3FA7D4A052A},BL6,11/23/2016,10:39:00 AM,BSEIN,SEIN50,1,No,CLR,,1,1,13.60,,FALSE,160,204,10.10,8.03,4.70,rf,as,,,,,,
7224,{348B0306-A5D2-407F-B4B0-AC519F4D04A7},BL4,11/22/2016,9:02:00 AM,BSEIN,SEIN50,1,No,FOG,,1,1,13.90,0.43,FALSE,266,287,8.55,7.54,23.10,rf,as,,,,,,
7225,{4C659B1E-02D4-4D0C-9E4F-DDDD09B7DF5F},BL3,11/22/2016,9:42:00 AM,BSEIN,SEIN50,1,No,FOG,,1,1,14.00,0.48,FALSE,277,351,8.09,8.02,16.90,rf,as,,,,,,
7226,{4E87802E-B4D1-4132-B907-9DFF53F77871},BL2,11/22/2016,10:14:00 AM,BSEIN,SEIN50,1,No,FOG,,1,1,13.60,0.34,FALSE,305,390,5.33,7.69,39.70,rf,as,,,,,,
7227,{5613A895-FC03-4429-9C59-B2ABD9A87E2B},BL1,11/22/2016,10:50:00 AM,BSEIN,SEIN50,1,No,FOG,,1,1,13.50,0.23,FALSE,293,375,4.50,7.50,42.80,rf,as,,,,,,
7228,{6513995E-B5C5-4D92-860C-9CB5739FB5C4},AL4,11/22/2016,11:25:00 AM,BSEIN,SEIN50,1,No,FOG,,1,1,12.60,0.4,FALSE,306,400,7.90,7.88,29.90,rf,as,,,,,,
7229,{4A0FD2D0-E8EF-442A-9F78-8B9FE8934527},AL3,11/22/2016,12:07:00 PM,BSEIN,SEIN50,1,No,CLD,,,1,12.30,0.26,FALSE,305,401,7.18,7.84,61.30,rf,as,,,,,,
7230,{2C5A3453-E3AD-4FF5-AA4F-88F2231CAE5E},AL2,11/22/2016,12:31:00 PM,BSEIN,SEIN50,1,No,CLD,,1,1,13.10,0.38,FALSE,587,744,4.51,7.59,25.00,rf,as,,,,,,
7231,{3439C8BA-DD2B-4070-8740-AE8BA7E32345},AL1,11/22/2016,1:01:00 PM,BSEIN,SEIN50,1,No,FOG,,1,1,13.00,0.33,FALSE,713,924,4.38,7.61,24.80,rf,as,,,,,,
7232,{9EF9114C-1B8A-4831-B2CC-2351603B91F6},PCS,12/6/2016,1:06:00 PM,FKTR,FKTR,1,No,CLR,,1,1,9.90,0.5,FALSE,489,687,7.66,7.72,15.30,rf,pg,,,,,,
7233,{36955D33-06AC-407F-A6F5-4535BDFECD87},PCS,12/7/2016,12:15:00 PM,FKTR,FKTR,1,No,CLD,,1,1,8.50,0.35,FALSE,447,652,8.40,7.74,22.90,rf,pg,,,,,,
7234,{25ED98D7-8510-46C1-B89C-39AC0404E6D4},PCS,12/8/2016,11:00:00 AM,FKTR,FKTR,1,No,RAN,,,1,8.20,0.47,FALSE,412,608,9.49,7.88,17.00,rf,pg,,,,,,"cooments were missing, NTU missing from datasheet (not average, the vial sample), and one of the fork lengths was wrong"
7235,{3EE520EC-147B-4DEE-9C22-FBAA7C897181},AL1,12/8/2016,1:35:00 PM,BSEIN,SEIN50,1,No,RAN,,1,1,8.10,0.45,FALSE,440,650,7.40,7.67,17.30,rf,jj,,,,,,
7236,{71E0FE16-2F0A-4B43-9B81-73235A0251D7},AL2,12/8/2016,1:14:00 PM,BSEIN,SEIN50,2,No,RAN,,1,1,8.30,0.34,FALSE,432,633,7.60,7.74,23.70,rf,jj,,,,,,
7237,{4995B662-52DE-4220-B2C5-5F3AA6AED1D1},AL3,12/8/2016,12:41:00 PM,BSEIN,SEIN50,2,No,RAN,,1,1,8.20,0.38,FALSE,434,639,7.74,7.74,20.60,rf,,,,,,,
7238,{C8AE407B-7C6F-4957-B5D7-38C5E0BF2875},AL4,12/8/2016,12:00:00 PM,BSEIN,SEIN50,1,No,RAN,,1,1,8.40,0.37,FALSE,440,644,7.80,7.74,21.00,rf,jj,,,,,,
7239,{C8BE982E-5568-492A-88EE-7EA0B9F6A136},BL1,12/8/2016,10:29:00 AM,BSEIN,SEIN50,1,No,RAN,,1,1,8.20,0.47,FALSE,412,608,9.49,7.88,17.00,rf,jj,,,,,,
7240,{8C7F8936-C98C-42B6-9793-4A5745324F88},BL2,12/8/2016,9:55:00 AM,BSEIN,SEIN50,1,No,RAN,,1,1,8.20,0.31,FALSE,442,651,8.38,7.82,18.70,rf,jj,,,,,,
7241,{16132232-48C4-492B-9F81-71A02707B39A},BL3,12/8/2016,9:32:00 AM,BSEIN,SEIN50,1,No,RAN,,1,1,8.60,0.45,FALSE,491,715,8.43,7.85,18.90,rf,,,,,,,
7242,{00D1EBAE-A126-406D-9229-13A24C2D23D5},BL4,12/8/2016,8:55:00 AM,BSEIN,SEIN50,1,No,RAN,,1,1,8.90,0.49,FALSE,501,724,8.73,7.95,14.90,rf,jj,,,,,,
7243,{92AD451F-3DF9-4429-9A29-4D21C641EC90},BL5,12/9/2016,9:12:00 AM,BSEIN,SEIN50,1,No,CLD,,1,1,9.30,,FALSE,156,223,7.97,7.37,9.60,rf,jj,,,,,,
7244,{60C695F9-7DB9-4BBF-95DD-87E27257DA05},BL6,12/9/2016,9:53:00 AM,BSEIN,SEIN50,1,No,CLD,,1,1,9.30,,FALSE,169,241,10.95,8.01,9.10,rf,jj,,,,,,
7245,{3395AE12-B10E-40CA-8B16-074BA00D0397},PCS,12/9/2016,11:30:00 AM,FKTR,FKTR,1,No,FOG,,1,1,8.70,0.39,FALSE,447,648,8.17,7.68,23.00,rf,pg,,,,,,
7246,{8EBAEACC-60C5-4B21-A7A5-502F25311970},PCS,12/12/2016,9:53:00 AM,FKTR,FKTR,1,No,CLD,,1,1,9.50,0.3,FALSE,446,634,6.75,7.49,23.80,rf,pg,,,,,,
7247,{F04D5AD8-ACD0-449E-82E1-A8335C747513},PCS,12/13/2016,10:49:00 AM,FKTR,FKTR,1,No,FOG,,1,1,10.30,0.29,FALSE,433,602,5.80,7.58,38.60,rf,pg,,,,,,SpCnd was wrong
7248,{C4CFB2CA-B657-4FC9-9212-D3DAC6700D6C},PCS,12/14/2016,10:34:00 AM,FKTR,FKTR,1,No,CLD,,1,1,10.30,0.12,FALSE,429,597,8.23,7.73,110.00,rf,pg,,,,,,comments missing
7249,{FB360E81-3170-4C04-A25A-6909016AEBC9},FW1,12/19/2016,11:16:00 AM,BSEIN,SEIN50,1,No,CLR,,1,1,8.90,0.12,FALSE,68,99,10.66,7.31,94.70,rf,jj,,,,,,
7250,{9A23857C-9A64-4874-BC98-CBB226121955},RD22,12/19/2016,12:10:00 PM,BSEIN,SEIN50,1,No,CLR,,1,1,8.70,0.1,FALSE,65,95,10.08,7.40,114.70,rf,jj,,,,,,
7251,{80DD3956-E0E6-4E98-BE2A-54E9BA8F0572},YBI80,12/19/2016,12:57:00 PM,BSEIN,SEIN50,1,No,CLR,,1,1,7.60,0.22,FALSE,395,592,8.56,7.69,29.00,rf,,,,,,,
7252,{42CBEFA8-6587-490B-BEB8-0CC2B2DC7A94},BL5,12/19/2016,2:14:00 PM,BSEIN,SEIN50,1,No,CLR,,1,1,9.50,0.24,FALSE,203,289,9.64,7.77,30.20,rf,jj,,,,,,
7253,{C30D5B90-EFF4-493D-BBBC-F7F5635EA69D},BL1,12/20/2016,8:26:00 AM,BSEIN,SEIN50,1,No,CLR,,,1,7.90,0.13,FALSE,97,145,8.67,7.20,84.10,rf,jj,,,,,,
7254,{FBF0607C-F083-4934-97CC-6A621BCCC342},LIHFS,12/20/2016,8:48:00 AM,BSEIN,SEIN50,1,No,CLR,,,1,7.40,0.12,FALSE,98,148,8.31,7.21,74.60,rf,jj,,,,,,
7255,{1DEE3D9D-4C3F-4F0D-97BB-91B8C0A0C41A},AL4,12/20/2016,9:23:00 AM,BSEIN,SEIN50,2,No,CLR,,,1,8.10,0.11,FALSE,81,120,8.73,7.42,94.50,rf,jj,,,,,,
7256,{ABD475D9-83A2-4FCF-8B55-4F55B132DF57},AL3,12/20/2016,9:41:00 AM,BSEIN,SEIN50,1,No,CLR,,,1,8.30,0.15,FALSE,73,108,9.15,7.48,83.30,rf,jj,,,,,,
7257,{3FA2364B-EA33-4A56-933F-8FA07FC5F07E},AL1,12/20/2016,10:05:00 AM,BSEIN,SEIN50,2,No,CLR,,,1,8.40,0.15,FALSE,75,109,9.29,7.46,78.00,rf,jj,,,,,,
7258,{2E400C51-C7C2-471F-B415-099BCF5188E7},FW1,12/22/2016,8:51:00 AM,BSEIN,SEIN50,1,No,CLR,,,1,7.00,0.28,FALSE,78,119,10.42,7.00,37.40,rf,jj,,,,,,
7259,{362D9B30-2926-4983-A2A2-966113B1B2E0},RD22,12/22/2016,9:38:00 AM,BSEIN,SEIN50,4,No,CLR,,,1,7.10,0.28,FALSE,298,453,9.41,7.54,37.90,rf,jj,,,,,,
7260,{F64C94A6-CD86-43F3-BF70-4FB9C5B62964},YBI80,12/22/2016,10:15:00 AM,BSEIN,SEIN50,1,No,CLR,,,1,6.60,,FALSE,342,528,7.70,7.54,19.40,rf,jj,,,,,,
7261,{8C67B018-251A-461B-BEA9-24812D130321},BL5,12/22/2016,12:50:00 PM,BSEIN,SEIN50,1,No,CLR,,,1,9.20,0.16,FALSE,112,160,8.10,7.48,62.40,rf,jj,,,,,,
7262,{8ADAD42F-0997-4BF3-ACE3-D4A4C28AF271},PCS,12/22/2016,11:25:00 AM,FKTR,FKTR,2,No,CLR,,,1,8.30,0.2,FALSE,139,205,8.38,7.49,47.80,rf,pg,,,,,,comments incomplete
7263,{926CAD02-B89C-49B2-BD91-CCE7CF1D6C19},STTD,12/22/2016,1:55:00 PM,RSTR,RSTR8,1,No,CLR,,,1,8.90,0.17,FALSE,116,168,7.61,7.44,48.90,rf,rf,,,,,,
7264,{E601B8D0-4F99-4895-98B3-4C526789489D},STTD,12/22/2016,2:58:00 PM,RSTR,RSTR8,1,No,CLR,,,1,8.90,0.17,FALSE,116,168,7.61,7.44,48.90,rf,rf,,,,,,
7265,{1E2B1935-51D5-442B-BD9A-669AE3418BFC},STTD,12/22/2016,2:25:00 PM,RSTR,RSTR8,1,No,CLR,,,1,8.90,0.17,FALSE,116,168,7.61,7.44,48.90,rf,rf,,,,,,
7266,{C3C84FB3-A333-482A-A934-EA6D54BAA316},PCS,12/23/2016,10:04:00 AM,FKTR,FKTR,1,No,RAN,,,1,8.30,0.29,FALSE,207,304,8.20,7.21,34.40,rf,pg,,,,,,comments incomplete
7267,{01CE0F50-333F-43B2-A212-1E24142BB23E},STTD,12/27/2016,9:38:00 AM,RSTR,RSTR8,1,No,CLR,,,1,6.20,0.32,FALSE,281,438,9.01,7.56,35.40,rf,rf,,,,,,
7268,{DD6C6AD7-FF11-4398-9E93-15327B7F5255},STTD,12/27/2016,11:27:00 AM,RSTR,RSTR8,1,No,CLR,,,1,6.20,0.32,FALSE,281,438,9.01,7.56,35.40,rf,,,,,,,
7269,{42D028A1-665D-42BD-8637-7BFD7B5503F8},PCS,12/27/2016,12:32:00 PM,FKTR,FKTR,1,No,CLD,,,1,6.60,0.25,FALSE,305,470,9.30,7.83,38.10,rf,,,,,,,
7270,{A754EF3B-F9CC-4CB2-A18F-279DDB4109B7},STTD,12/28/2016,9:20:00 AM,RSTR,RSTR8,3,No,CLR,,,1,6.20,0.27,FALSE,291,453,9.06,7.37,36.40,rf,rf,,,,,,
7271,{AB27DDC0-43DA-4D67-A065-3AEEC43ADC55},PCS,12/28/2016,10:55:00 AM,FKTR,FKTR,1,No,CLR,,,1,6.60,0.22,FALSE,316,488,9.33,7.83,35.50,rf,,,,,,,
7272,{8104188D-E40F-491C-9DD3-19DBEFB71316},PCS,12/29/2016,10:07:00 AM,FKTR,FKTR,1,No,CLR,,,1,6.70,0.25,FALSE,328,505,9.30,7.82,38.80,rf,as,,,,,,
7273,{98A30E16-AC80-49D4-81E2-2A39BB25B1D0},PCS,12/30/2016,9:05:00 AM,FKTR,FKTR,1,No,FOG,,,1,6.70,0.27,FALSE,341,525,9.34,7.58,35.50,rf,as,,,,,,
7274,{037BE7E8-9C49-427E-90BF-650D65905DF4},PCS,1/3/2017,12:50:00 PM,FKTR,FKTR,1,No,RAN,,,1,7.90,0.28,FALSE,389,578,9.93,7.85,35.60,rf,as,,,,,,
7275,{DE5B7430-8559-465C-8051-3079C16318B6},STTD,1/3/2017,11:53:00 AM,RSTR,RSTR8,1,No,RAN,,,1,7.60,0.35,FALSE,383,574,9.72,7.48,31.60,rf,rf,,,,,,
7276,{6535764E-774A-4C72-B07A-99DCEBEA9BC7},PCS,1/4/2017,12:12:00 PM,FKTR,FKTR,1,No,CLD,,,1,8.70,0.22,FALSE,372,540,9.93,8.10,51.50,rf,as,,,,,,
7277,{A7E5C3C0-4214-4E91-B81A-ED6F52239EFB},STTD,1/4/2017,10:55:00 AM,RSTR,RSTR8,1,No,RAN,,,1,8.20,0.31,FALSE,383,563,10.41,8.06,30.20,rf,rf,,,,,,
7278,{A7B6373C-8F81-4120-B782-FD378C503C68},STTD,1/5/2017,12:18:00 PM,RSTR,RSTR8,3,No,CLR,,,1,8.70,0.16,FALSE,348,506,9.39,8.03,59.90,rf,rf,,,,,,
7279,{1068B3D4-9F41-4298-BC69-651B54AF252A},PCS,1/5/2017,9:50:00 AM,FKTR,FKTR,1,No,CLR,,,1,8.60,0.12,FALSE,323,470,9.28,8.02,112.30,rf,as,,,,,,
7280,{D105F7D8-839F-4D3D-AEFB-2373A6770BE4},BL5,1/5/2017,1:50:00 PM,BSEIN,SEIN50,1,No,CLR,,,1,8.90,0.24,FALSE,243,350,10.78,8.13,34.40,rf,jj,,,,,,"Gear condition read ""clr"", changed to ""1"" per data sheet"
7281,{198A153A-23E6-4E31-BE0F-5F583EFF0D8F},PCS,1/6/2017,11:35:00 AM,FKTR,FKTR,1,No,CLD,,,1,7.60,0.12,FALSE,389,582,10.07,8.12,82.20,rf,,,,,,,
7282,{A3EC28C8-6989-4C9F-AB03-2115762F6A66},BL4,1/5/2017,2:57:00 PM,BSEIN,SEIN50,4,No,CLR,,,1,9.10,0.16,FALSE,343,493,9.12,8.01,107.00,rf,jj,,,,,,
7283,{4ADEBADE-6F43-44F6-8ABE-D9DFD12DB33B},AL1,1/5/2017,8:04:00 AM,BSEIN,SEIN50,4,No,CLR,,,1,8.90,0.15,FALSE,296,427,9.11,7.68,65.80,rf,jj,,,,,,
7284,{982A84A9-3343-4BAC-91A2-3A868F188562},AL4,1/5/2017,8:33:00 AM,BSEIN,SEIN50,4,No,CLR,,,1,8.70,0.15,FALSE,315,458,9.15,8.03,89.70,rf,jj,,,,,,
7285,{87729A8B-674C-401D-AD16-EFB868969A78},BL1,1/5/2017,8:55:00 AM,BSEIN,SEIN50,1,No,CLR,,,1,8.60,0.12,FALSE,323,470,9.28,8.02,112.30,rf,jj,,,,,,
7286,{BD9DBE8B-78F9-4B42-816B-F375724DBD10},FW1,1/12/2017,9:13:00 AM,BSEIN,SEIN50,1,No,RAN,,,1,9.40,0.18,FALSE,41,58,10.96,6.89,75.60,rf,ap,,,,,,
7287,{B031B665-29DF-47A2-99BD-148869E0AEAF},STTD,1/6/2017,9:00:00 AM,RSTR,RSTR8,3,No,CLD,,,1,8.00,0.18,FALSE,348,516,9.48,7.65,81.40,rf,rf,,,,,,
7288,{AFDEBA57-D20B-4A21-AF38-7A3D57434086},RD22,1/12/2017,10:10:00 AM,BSEIN,SEIN50,1,No,RAN,,,1,9.50,0.15,FALSE,41,59,10.83,7.44,72.60,rf,ap,,,,,,
7289,{A4BC3BCC-4CBE-42B4-BE59-1F3194832369},SB1,1/12/2017,10:56:00 AM,BSEIN,SEIN50,2,No,CLD,,,1,9.80,0.17,FALSE,46,64,10.57,7.54,79.30,rf,ap,,,,,,
7290,{966C7DDC-B055-4C43-8458-AC3374E703B5},SB2,1/12/2017,11:45:00 AM,BSEIN,SEIN50,1,No,RAN,,,1,9.90,0.12,FALSE,46,64,10.70,7.56,109.50,rf,ap,,,,,,
7291,{2DBA94E4-7526-412B-87FB-DD96732E7851},BL5,1/12/2017,3:10:00 PM,BSEIN,SEIN50,1,No,CLD,,,1,10.50,0.22,FALSE,85,118,11.37,7.34,60.70,rf,jj,,,,,,
7292,{201BEA58-E603-4261-9180-599CC05CB2A2},YBI80,1/12/2017,12:36:00 PM,BSEIN,SEIN50,1,No,RAN,,,1,10.50,0.04,FALSE,112,154,8.55,7.69,528.10,rf,ap,,,,,,
7293,{6E77AC8B-3865-42BA-AC9E-B83B8E7B65E7},AL1,1/13/2017,3:10:00 PM,BSEIN,SEIN50,1,No,CLR,,,1,10.20,0.15,FALSE,51,71,10.40,7.59,58.90,rf,ap,,,,,,
7294,{C7237275-F863-4E2E-8E0B-8E02E65171A4},LIHFS,1/13/2017,12:43:00 PM,BSEIN,SEIN50,1,No,CLR,,,1,10.70,0.19,FALSE,51,70,9.78,7.48,69.00,rf,jj,,,,,,
7295,{8CF1E660-CC14-42B8-9337-49ABC4288B84},BL2,1/13/2017,11:32:00 AM,BSEIN,SEIN50,4,No,CLR,,,1,9.80,0.15,FALSE,49,69,10.19,7.58,84.70,rf,jj,,,,,,
7296,{FA8FAFC8-991A-4EFE-913B-67E1E6EE5605},BL4,1/13/2017,9:10:00 AM,BSEIN,SEIN50,1,No,CLR,,,1,9.50,0.18,FALSE,47,67,10.08,7.44,71.00,rf,jj,,,,,,
7297,{9C91BDFC-C831-41BB-8CAC-C15DE2F9D8D8},AL4,1/13/2017,2:00:00 PM,BSEIN,SEIN50,1,No,CLR,,,1,10.40,0.15,FALSE,50,69,10.34,7.64,64.90,rf,jj,,,,,,
7298,{06EB9854-83B1-44C5-9B70-E80DEBAD7776},BL3,1/13/2017,10:18:00 AM,BSEIN,SEIN50,1,No,CLR,,,1,9.60,0.13,FALSE,48,67,10.13,7.60,69.70,rf,jj,,,,,,
7299,{6C4CF069-F96C-48E5-BDC9-0E312A073093},BL1,1/13/2017,12:06:00 PM,BSEIN,SEIN50,1,No,CLR,,,1,10.00,0.16,FALSE,50,70,10.31,7.52,94.10,rf,jj,,,,,,
7300,{1C6BCFF0-3B99-40C5-A5F0-9D9A3FC439DA},STTD,1/19/2017,12:55:00 PM,RSTR,RSTR8,1,No,CLD,,,3,8.40,0.21,FALSE,76,111,10.81,7.57,54.60,rf,rf,,,,,,
7301,{B0251FEB-20F5-4DD5-9FC9-AF7A13EE5330},FW1,1/17/2017,9:44:00 AM,BSEIN,SEIN50,1,No,FOG,,,1,8.10,0.17,FALSE,89,132,10.16,7.03,85.60,rf,ap,,,,,,
7302,{E189469B-DFEB-4D5B-8684-3659BEACDA75},YBI80,1/17/2017,2:06:00 PM,BSEIN,SEIN50,1,No,FOG,,,1,8.20,0.14,FALSE,189,278,6.96,7.55,104.70,rf,ap,,,,,,
7303,{ED7B5239-3625-48ED-9A21-EB5799DCEAA2},RD22,1/17/2017,10:47:00 AM,BSEIN,SEIN50,1,No,FOG,,,1,8.20,0.16,FALSE,91,133,10.20,7.66,85.60,rf,ap,,,,,,
7304,{413BFC8D-2E02-4D23-BC12-E98457A48543},SB1,1/17/2017,11:30:00 AM,BSEIN,SEIN50,1,No,FOG,,,1,8.30,0.21,FALSE,66,97,9.19,7.35,37.80,rf,ap,,,,,,
7305,{3A02AF05-0AE7-49A6-8A1C-4D8A816F3686},SB2,1/17/2017,1:11:00 PM,BSEIN,SEIN50,1,No,FOG,,,1,8.40,0.21,FALSE,67,98,10.81,7.59,51.20,rf,ap,,,,,,
7306,{142088D3-E08F-4245-84AE-7B484094B11A},STTD,1/18/2017,2:30:00 PM,RSTR,RSTR8,1,No,RAN,,,1,8.20,0.21,FALSE,67,98,10.36,7.10,44.00,rf,rf,,,,,,
7307,{CAA08FCB-27E5-4E20-BEFD-E4BA7BC63478},STTD,1/18/2017,1:30:00 PM,RSTR,RSTR8,1,No,RAN,,,1,8.20,0.21,FALSE,67,98,10.36,7.10,44.00,rf,rf,,,,,,
7308,{62472231-3C98-416C-B097-63B18F474962},STTD,1/19/2017,11:55:00 AM,RSTR,RSTR8,1,No,CLD,,,3,8.40,0.21,FALSE,76,111,10.81,7.57,54.60,rf,rf,,,,,,
7309,{C8DB816D-9247-4A08-B8C0-0C46464CBB12},STTD,1/19/2017,2:25:00 PM,RSTR,RSTR8,1,No,CLD,,,3,8.90,0.2,FALSE,76,110,10.76,7.66,71.40,rf,rf,,,,,,
7310,{0D44CEFC-AED9-4EA8-B91B-471A0E0DFB7A},STTD,1/19/2017,2:55:00 PM,RSTR,RSTR8,1,No,CLD,,,3,8.90,0.2,FALSE,76,110,10.76,7.66,71.40,rf,rf,,,,,,
7311,{8532446E-FB78-40B5-BBA8-C87A25F7BC99},AL1,1/20/2017,8:59:00 AM,BSEIN,SEIN50,1,No,RAN,,,2,8.40,0.22,FALSE,81,119,10.58,7.35,85.20,rf,ap,,,,,,
7312,{AFE172F6-348C-4EDA-BB38-BB5352F2AC0C},LIHFS,1/20/2017,9:49:00 AM,BSEIN,SEIN50,1,No,CLD,,,2,8.70,0.19,FALSE,77,112,10.49,7.39,63.40,rf,ap,,,,,,
7313,{BF30C3F7-9FEB-4172-B062-3D1F4F33648B},BL1,1/19/2017,1:26:00 PM,BSEIN,SEIN50,1,No,CLR,,,1,9.60,0.17,FALSE,82,116,10.51,7.71,66.60,rf,ap,,,,,,
7314,{4D5A3C22-69CE-49A4-B555-B0F76934E197},BL2,1/19/2017,12:39:00 PM,BSEIN,SEIN50,1,No,CLR,,,1,9.10,0.21,FALSE,78,112,10.41,7.73,66.90,rf,ap,,,,,,
7315,{0F780D04-6D66-4445-8782-BAB4DF6188B5},BL3,1/19/2017,11:45:00 AM,BSEIN,SEIN50,1,No,CLD,,,1,8.80,0.22,FALSE,,117,10.78,7.70,61.20,rf,ap,,,,,,
7316,{0A41BDA0-F11C-4616-9E8B-8FC6FA74293B},BL4,1/19/2017,10:28:00 AM,BSEIN,SEIN50,1,No,CLD,,,1,8.60,0.2,FALSE,,112,10.73,7.73,48.00,rf,ap,,,,,,
7317,{C5C898B8-B330-417F-B422-58719DFFA2FC},BL5,1/19/2017,9:46:00 AM,BSEIN,SEIN50,1,No,CLD,,,1,8.30,0.21,FALSE,74,109,10.77,7.55,53.60,rf,ap,,,,,,
7318,{8E56E712-71CF-47F3-AA45-628926153404},STTD,1/20/2017,11:35:00 AM,RSTR,RSTR8,1,No,RAN,,1,2,8.60,0.2,FALSE,75,109,10.86,7.64,52.20,KM,rf,,,,,,
7319,{4B7D1234-8E61-4B28-A28A-CC49389DB21E},STTD,1/20/2017,12:05:00 PM,RSTR,RSTR8,1,No,RAN,,1,2,8.60,0.2,FALSE,75,109,8.86,7.64,52.20,KM,rf,,,,,,
7320,{A2C170ED-AA85-48BC-A522-296F99B105EB},STTD,1/23/2017,1:30:00 PM,RSTR,RSTR8,1,No,CLD,,1,1,9.20,0.15,FALSE,78,112,10.59,7.58,55.10,KM,rf,,,,,,
7321,{D517CE0B-33E1-4F84-BCDD-9DDE017F3ECA},STTD,1/23/2017,12:30:00 PM,RSTR,RSTR8,1,No,CLD,,,1,9.20,0.15,FALSE,78,112,10.59,7.58,55.10,rf,rf,,,,,,
7322,{E301F64D-998F-47EB-81A6-B65E8E79AA0E},STTD,1/24/2017,12:50:00 PM,RSTR,RSTR8,1,No,CLR,,,1,8.80,0.14,FALSE,78,113,10.47,7.44,73.60,rf,rf,,,,,,
7323,{3958FF7D-10BB-46B4-BD43-43722E5A7F4F},STTD,1/24/2017,10:50:00 AM,RSTR,RSTR8,1,No,CLR,,,1,8.80,0.14,FALSE,78,113,10.47,7.44,73.60,rf,rf,,,,,,
7324,{4D330F03-B6EF-4DE1-8E13-A2267A76C4C8},FW1,1/26/2017,8:55:00 AM,BSEIN,SEIN50,1,No,CLR,,,2,8.50,0.14,FALSE,82,119,10.26,7.39,83.00,rf,ap,,,,,,
7325,{4FF99ACF-3415-4181-ABF4-E12425BA7AAB},RD22,1/26/2017,9:57:00 AM,BSEIN,SEIN50,1,No,CLR,,,2,8.70,0.16,FALSE,84,122,10.30,7.53,88.80,rf,ap,,,,,,Corrected BGS FL from 42 to 47
7326,{C542F055-D5A7-47FD-A8C5-5A2692BC0286},YBI80,1/26/2017,11:37:00 AM,BSEIN,SEIN50,1,No,CLR,,,2,9.50,0.12,FALSE,186,263,7.53,7.46,138.10,rf,ap,,,,,,Corrected CHN weight values from .32 g and .36 g to .52 g and .56 g
7327,{E312B2DD-D363-446E-9DA6-DC96616C6D07},LIHFS,1/26/2017,2:04:00 PM,BSEIN,SEIN50,1,No,CLR,,,2,9.50,0.13,FALSE,87,124,9.84,7.53,72.30,rf,ap,,,,,,
7328,{5B6AAA7C-5EBC-4A84-95E4-D4923EA05F41},SB1,1/26/2017,10:31:00 AM,BSEIN,SEIN50,1,No,CLR,,,2,9.10,0.21,FALSE,90,130,8.73,7.29,54.20,rf,ap,,,,,,
7329,{B3E98CA7-42F5-4062-BDC9-F96AEB180646},AL1,1/26/2017,12:44:00 PM,BSEIN,SEIN50,1,No,CLR,,,2,10.10,0.11,FALSE,94,131,9.99,7.54,95.40,rf,ap,,,,,,
7330,{99E617F2-ABE5-47C7-BA03-C1BA6F66EFDC},AL4,1/27/2017,1:38:00 PM,BSEIN,SEIN50,1,No,CLR,,,2,9.50,0.13,FALSE,92,130,10.14,7.58,66.10,rf,ap,,,,,,
7331,{5FE7C691-A499-4F8B-B38E-82D8EF2CAE8A},BL1,1/26/2017,2:50:00 PM,BSEIN,SEIN50,1,No,CLR,,,2,9.70,,FALSE,89,126,10.08,7.56,102.30,rf,ap,,,,,,
7332,{BA9F8AB8-E46A-4034-A410-D2D5E0A5A961},STTD,1/27/2017,10:17:00 AM,RSTR,RSTR8,1,No,CLR,,,2,8.70,0.15,FALSE,85,124,10.11,7.33,70.90,AS,rf,,,,,,
7333,{2F0A28C5-D68B-4825-BEEA-7B261F1D0741},BL4,1/27/2017,11:21:00 AM,BSEIN,SEIN50,1,No,CLR,,,2,9.20,0.13,FALSE,87,124,10.02,7.50,74.70,AS,CS,,,,,,
7334,{32900ED7-68CB-46F2-B2A3-CCB6A3D211A0},BL5,1/27/2017,12:30:00 PM,BSEIN,SEIN50,1,No,CLR,,,2,9.60,0.11,FALSE,89,126,10.07,7.54,79.70,AS,CS,,,,,,
7335,{21337F20-1001-4533-AA24-F72D1D476EE4},STTD,1/27/2017,9:25:00 AM,RSTR,RSTR8,1,No,CLR,,,2,8.70,0.15,FALSE,85,124,10.11,7.33,70.90,AS,rf,,,,,,
7336,{55EB9A22-FE82-4534-A348-04AF28286236},STTD,1/30/2017,2:05:00 PM,RSTR,RSTR8,1,No,CLR,,,2,9.30,0.2,FALSE,112,160,10.11,7.54,37.80,AS,rf,,,,,,
