"EventID","SeineLength","SeineWidth","SeineDepth","SeineVolume","TrapStatus","TrapHours","RevCounter","TotalRevs","CommentRevs"
5268,NA,NA,NA,NA,"Pull",18.1833333333333,NA,NA,""
5273,NA,NA,NA,NA,"Set",0,NA,NA,""
5272,NA,NA,NA,NA,"Check",28.75,NA,NA,""
5276,NA,NA,NA,NA,"Check",20.0833333333333,NA,NA,""
5277,NA,NA,NA,NA,"Check",28.6666666666667,NA,NA,""
5280,NA,NA,NA,NA,"Pull",23.8333333333333,NA,NA,""
5292,NA,NA,NA,NA,"Set",0,NA,NA,""
5294,NA,NA,NA,NA,"Check",24.3333333333333,NA,NA,""
5295,NA,NA,NA,NA,"Pull",24.5,NA,NA,""
5298,NA,NA,NA,NA,"Set",0,NA,NA,""
5303,NA,NA,NA,NA,"Check",26.4166666666667,NA,NA,""
5317,NA,NA,NA,NA,"Check",25.25,NA,NA,""
5313,NA,NA,NA,NA,"Pull",20.4166666666667,NA,NA,""
5316,NA,NA,NA,NA,"Set",0,NA,NA,""
5320,NA,NA,NA,NA,"Check",25.4166666666667,NA,NA,""
5322,NA,NA,NA,NA,"Check",22.0833333333333,NA,NA,""
5325,NA,NA,NA,NA,"Check",24.1166666666667,NA,NA,""
5327,NA,NA,NA,NA,"Pull",24.9666666666667,NA,NA,""
5328,NA,NA,NA,NA,"Set",0,NA,NA,""
5330,NA,NA,NA,NA,"Check",23.6666666666667,NA,NA,""
5332,NA,NA,NA,NA,"Check",28,NA,NA,""
5335,NA,NA,NA,NA,"Check",19.3333333333333,NA,NA,""
5339,NA,NA,NA,NA,"Pull",24.1666666666667,NA,NA,""
5336,NA,NA,NA,NA,"Set",0,NA,NA,""
5341,NA,NA,NA,NA,"Check",24.5833333333333,NA,NA,""
5343,NA,NA,NA,NA,"Check",28.1166666666667,NA,NA,""
5356,NA,NA,NA,NA,"Check",23.05,NA,NA,""
5353,NA,NA,NA,NA,"Pull",21.0333333333333,NA,NA,""
5358,NA,NA,NA,NA,"Set",0,NA,NA,""
5360,NA,NA,NA,NA,"Pull",23.95,NA,NA,""
5366,NA,NA,NA,NA,"Set",0,NA,NA,""
5368,NA,NA,NA,NA,"Check",20.95,NA,NA,""
5370,NA,NA,NA,NA,"Check",26.6833333333333,NA,NA,""
5373,NA,NA,NA,NA,"Check",24.4166666666667,NA,NA,""
5375,NA,NA,NA,NA,"Pull",22,NA,NA,""
5376,NA,NA,NA,NA,"Set",0,NA,NA,""
5377,NA,NA,NA,NA,"Check",28.8333333333333,NA,NA,""
5381,NA,NA,NA,NA,"Check",24.2166666666667,NA,NA,""
5378,NA,NA,NA,NA,"Pull",19.1,NA,NA,""
5382,NA,NA,NA,NA,"Set",0,NA,NA,""
5401,NA,NA,NA,NA,"Check",26.8333333333333,NA,NA,""
5400,NA,NA,NA,NA,"Check",23,NA,NA,""
5399,NA,NA,NA,NA,"Check",22.25,NA,NA,""
5394,NA,NA,NA,NA,"Pull",25,NA,NA,""
5413,NA,NA,NA,NA,"Set",0,NA,NA,""
5406,NA,NA,NA,NA,"Check",20.7166666666667,NA,NA,""
5404,NA,NA,NA,NA,"Check",24.75,NA,NA,""
5403,NA,NA,NA,NA,"Check",20,NA,NA,""
5407,NA,NA,NA,NA,"Pull",31.0833333333333,NA,NA,""
5409,NA,NA,NA,NA,"Set",0,NA,NA,""
5415,NA,NA,NA,NA,"Check",26.8333333333333,NA,NA,""
5424,NA,NA,NA,NA,"Check",21,NA,NA,""
5422,NA,NA,NA,NA,"Check",27.2333333333333,NA,NA,""
5420,NA,NA,NA,NA,"Pull",24.4333333333333,NA,NA,""
5418,NA,NA,NA,NA,"Set",0,NA,NA,""
5435,NA,NA,NA,NA,"Check",27.15,NA,NA,""
5439,NA,NA,NA,NA,"Check",25.15,NA,NA,""
5436,NA,NA,NA,NA,"Check",19.75,NA,NA,""
5441,NA,NA,NA,NA,"Pull",23.5,NA,NA,""
5502,NA,NA,NA,NA,"Set",0,NA,NA,""
5501,NA,NA,NA,NA,"Check",20.9166666666667,NA,NA,""
5508,NA,NA,NA,NA,"Check",24,NA,NA,""
5514,NA,NA,NA,NA,"Check",26.6833333333333,NA,NA,""
5515,NA,NA,NA,NA,"Pull",24.3166666666667,NA,NA,""
5516,NA,NA,NA,NA,"Set",0,NA,NA,""
5517,NA,NA,NA,NA,"Check",24.4333333333333,NA,NA,""
5518,NA,NA,NA,NA,"Check",20.3333333333333,NA,NA,""
5519,NA,NA,NA,NA,"Check",27.4166666666667,NA,NA,""
5520,NA,NA,NA,NA,"Pull",24.6166666666667,NA,NA,""
5521,NA,NA,NA,NA,"Set",0,NA,NA,""
5522,NA,NA,NA,NA,"Check",29.7666666666667,NA,NA,""
5523,NA,NA,NA,NA,"Check",18.85,NA,NA,""
5534,NA,NA,NA,NA,"Check",21.85,NA,NA,""
5535,NA,NA,NA,NA,"Pull",25.25,NA,NA,""
5536,NA,NA,NA,NA,"Set",0,NA,NA,""
5537,NA,NA,NA,NA,"Check",23.7833333333333,NA,NA,""
5538,NA,NA,NA,NA,"Check",26.2666666666667,NA,NA,""
5539,NA,NA,NA,NA,"Check",18.3166666666667,NA,NA,""
5540,NA,NA,NA,NA,"Pull",24.4166666666667,NA,NA,""
5550,NA,NA,NA,NA,"Set",0,NA,NA,""
5551,NA,NA,NA,NA,"Check",25.45,NA,NA,""
5552,NA,NA,NA,NA,"Check",22.5833333333333,NA,NA,""
5553,NA,NA,NA,NA,"Check",28.4666666666667,NA,NA,""
5554,NA,NA,NA,NA,"Pull",18.25,NA,NA,""
5556,NA,NA,NA,NA,"Check",23.2666666666667,NA,NA,""
5557,NA,NA,NA,NA,"Check",22.9,NA,NA,""
5558,NA,NA,NA,NA,"Check",29.4166666666667,NA,NA,""
5559,NA,NA,NA,NA,"Pull",19.5,NA,NA,""
5562,NA,NA,NA,NA,"Set",0,NA,NA,""
5563,NA,NA,NA,NA,"Check",21.35,NA,NA,""
5564,NA,NA,NA,NA,"Check",28.9333333333333,NA,NA,""
5574,NA,NA,NA,NA,"Check",19.65,NA,NA,""
5575,NA,NA,NA,NA,"Pull",24.4166666666667,NA,NA,""
5576,NA,NA,NA,NA,"Set",0,NA,NA,""
5577,NA,NA,NA,NA,"Check",21.4833333333333,NA,NA,""
5578,NA,NA,NA,NA,"Check",23.4166666666667,NA,NA,""
5579,NA,NA,NA,NA,"Pull",23.8333333333333,NA,NA,""
5580,NA,NA,NA,NA,"Set",0,NA,NA,""
5581,NA,NA,NA,NA,"Check",24.5,NA,NA,""
5582,NA,NA,NA,NA,"Check",26.6666666666667,NA,NA,""
5592,NA,NA,NA,NA,"Check",20.0833333333333,NA,NA,""
5593,NA,NA,NA,NA,"Pull",31,NA,NA,""
5594,NA,NA,NA,NA,"Set",0,NA,NA,""
5595,NA,NA,NA,NA,"Check",29.6166666666667,NA,NA,""
5596,NA,NA,NA,NA,"Pull",18.3333333333333,NA,NA,""
5597,NA,NA,NA,NA,"Set",0,NA,NA,""
5598,NA,NA,NA,NA,"Check",27.3333333333333,NA,NA,""
5599,NA,NA,NA,NA,"Check",21.6666666666667,NA,NA,""
5600,NA,NA,NA,NA,"Check",26.8666666666667,NA,NA,""
5601,NA,NA,NA,NA,"Pull",26.2166666666667,NA,NA,""
5602,NA,NA,NA,NA,"Set",0,NA,NA,""
5603,NA,NA,NA,NA,"Check",24.45,NA,NA,""
5604,NA,NA,NA,NA,"Check",20.7166666666667,NA,NA,""
5614,NA,NA,NA,NA,"Check",23.9166666666667,NA,NA,""
5615,NA,NA,NA,NA,"Pull",23.5833333333333,NA,NA,""
5616,NA,NA,NA,NA,"Set",0,NA,NA,""
5617,NA,NA,NA,NA,"Check",25.3333333333333,NA,NA,""
5618,NA,NA,NA,NA,"Check",21.9166666666667,NA,NA,""
5619,NA,NA,NA,NA,"Check",22.7166666666667,NA,NA,""
5620,NA,NA,NA,NA,"Pull",28.1166666666667,NA,NA,""
5621,NA,NA,NA,NA,"Set",0,NA,NA,""
5631,NA,NA,NA,NA,"Pull",22.6333333333333,NA,NA,""
5632,NA,NA,NA,NA,"Set",0,NA,NA,""
5633,NA,NA,NA,NA,"Pull",25.8666666666667,NA,NA,""
5634,NA,NA,NA,NA,"Set",0,NA,NA,""
5637,NA,NA,NA,NA,"Check",21.3166666666667,NA,NA,""
5639,NA,NA,NA,NA,"Check",22.2833333333333,NA,NA,""
5641,NA,NA,NA,NA,"Check",23.4666666666667,NA,NA,""
5647,NA,NA,NA,NA,"Pull",26.5833333333333,NA,NA,""
5654,NA,NA,NA,NA,"Set",0,NA,NA,""
5656,NA,NA,NA,NA,"Check",26.2833333333333,NA,NA,""
5658,NA,NA,NA,NA,"Check",19.8666666666667,NA,NA,""
5660,NA,NA,NA,NA,"Check",22.7,NA,NA,""
5662,NA,NA,NA,NA,"Pull",25.05,NA,NA,""
5664,NA,NA,NA,NA,"Set",0,NA,NA,""
5666,NA,NA,NA,NA,"Check",19.2,NA,NA,""
5668,NA,NA,NA,NA,"Check",23.75,NA,NA,""
5679,NA,NA,NA,NA,"Pull",28.9166666666667,NA,NA,""
5680,NA,NA,NA,NA,"Set",0,NA,NA,""
5683,NA,NA,NA,NA,"Check",25.6166666666667,NA,NA,""
5685,NA,NA,NA,NA,"Check",21.8166666666667,NA,NA,""
5687,NA,NA,NA,NA,"Check",24.3166666666667,NA,NA,""
5689,NA,NA,NA,NA,"Pull",26.9,NA,NA,""
5691,NA,NA,NA,NA,"Set",0,NA,NA,""
5693,NA,NA,NA,NA,"Check",23.1833333333333,NA,NA,""
5699,NA,NA,NA,NA,"Check",28.9833333333333,NA,NA,""
5706,NA,NA,NA,NA,"Check",22,NA,NA,""
5708,NA,NA,NA,NA,"Pull",26.1666666666667,NA,NA,""
5709,NA,NA,NA,NA,"Set",0,NA,NA,""
5711,NA,NA,NA,NA,"Check",21.6333333333333,NA,NA,""
5714,NA,NA,NA,NA,"Check",23.1666666666667,NA,NA,""
5715,NA,NA,NA,NA,"Check",24.5166666666667,NA,NA,""
5717,NA,NA,NA,NA,"Pull",24.6833333333333,NA,NA,""
5731,NA,NA,NA,NA,"Set",0,NA,NA,""
5726,NA,NA,NA,NA,"Check",26.3333333333333,NA,NA,""
6007,NA,NA,NA,NA,"Check",24.6833333333333,NA,NA,""
5732,NA,NA,NA,NA,"Pull",20.4833333333333,NA,NA,""
5735,NA,NA,NA,NA,"Set",0,NA,NA,""
5736,NA,NA,NA,NA,"Pull",25.15,NA,NA,""
5738,NA,NA,NA,NA,"Set",0,NA,NA,""
5739,NA,NA,NA,NA,"Check",22.6833333333333,NA,NA,""
5742,NA,NA,NA,NA,"Check",23.3,NA,NA,""
5753,NA,NA,NA,NA,"Check",28.2833333333333,NA,NA,""
5755,NA,NA,NA,NA,"Check",22.6166666666667,NA,NA,""
5756,NA,NA,NA,NA,"Pull",19.0833333333333,NA,NA,""
5758,NA,NA,NA,NA,"Set",0,NA,NA,""
5761,NA,NA,NA,NA,"Check",26.7,NA,NA,""
5762,NA,NA,NA,NA,"Check",23.65,NA,NA,""
5764,NA,NA,NA,NA,"Check",26.3333333333333,NA,NA,""
5767,NA,NA,NA,NA,"Pull",21.8333333333333,NA,NA,""
5768,NA,NA,NA,NA,"Set",0,NA,NA,""
5771,NA,NA,NA,NA,"Check",23.7166666666667,NA,NA,""
5772,NA,NA,NA,NA,"Check",20.6833333333333,NA,NA,""
5774,NA,NA,NA,NA,"Check",32.0333333333333,NA,NA,""
5787,NA,NA,NA,NA,"Pull",14.95,NA,NA,""
5789,NA,NA,NA,NA,"Set",0,NA,NA,""
5790,NA,NA,NA,NA,"Check",24.5333333333333,NA,NA,""
5793,NA,NA,NA,NA,"Pull",23.8166666666667,NA,NA,""
5794,NA,NA,NA,NA,"Set",0,NA,NA,""
5806,NA,NA,NA,NA,"Check",26.0666666666667,NA,NA,""
5807,NA,NA,NA,NA,"Check",21.8,NA,NA,""
5810,NA,NA,NA,NA,"Pull",26.4,NA,NA,""
5812,NA,NA,NA,NA,"Set",0,NA,NA,""
5815,NA,NA,NA,NA,"Check",24.0666666666667,NA,NA,""
5816,NA,NA,NA,NA,"Check",23.55,NA,NA,""
5819,NA,NA,NA,NA,"Check",28.5833333333333,NA,NA,""
6006,NA,NA,NA,NA,"Pull",20.5,NA,NA,""
5826,NA,NA,NA,NA,"Set",0,NA,NA,""
5833,NA,NA,NA,NA,"Check",22.6666666666667,NA,NA,""
5834,NA,NA,NA,NA,"Check",22.3333333333333,NA,NA,""
5838,NA,NA,NA,NA,"Check",26.95,NA,NA,""
5840,NA,NA,NA,NA,"Pull",23.0166666666667,NA,NA,""
5842,NA,NA,NA,NA,"Set",0,NA,NA,""
5844,NA,NA,NA,NA,"Check",23.4166666666667,NA,NA,""
5845,NA,NA,NA,NA,"Check",21.55,NA,NA,""
5848,NA,NA,NA,NA,"Check",29,NA,NA,""
5849,NA,NA,NA,NA,"Pull",20.5166666666667,NA,NA,""
5852,NA,NA,NA,NA,"Set",0,NA,NA,""
5863,NA,NA,NA,NA,"Check",22,NA,NA,""
5865,NA,NA,NA,NA,"Check",25.15,NA,NA,""
5867,NA,NA,NA,NA,"Check",24.6,NA,NA,""
5870,NA,NA,NA,NA,"Pull",21.9666666666667,NA,NA,""
5871,NA,NA,NA,NA,"Set",0,NA,NA,""
5874,NA,NA,NA,NA,"Check",24.3833333333333,NA,NA,""
5875,NA,NA,NA,NA,"Check",28.9166666666667,NA,NA,""
5877,NA,NA,NA,NA,"Check",19.1166666666667,NA,NA,""
5879,NA,NA,NA,NA,"Pull",24.25,NA,NA,""
5882,NA,NA,NA,NA,"Set",0,NA,NA,""
5883,NA,NA,NA,NA,"Check",25.0166666666667,NA,NA,""
5888,NA,NA,NA,NA,"Check",25.1166666666667,NA,NA,""
5899,NA,NA,NA,NA,"Check",20.1666666666667,NA,NA,""
5901,NA,NA,NA,NA,"Pull",25.1166666666667,NA,NA,""
5903,NA,NA,NA,NA,"Set",0,NA,NA,""
5904,NA,NA,NA,NA,"Check",27.9166666666667,NA,NA,""
5907,NA,NA,NA,NA,"Check",23.1166666666667,NA,NA,""
5908,NA,NA,NA,NA,"Check",22.0666666666667,NA,NA,""
5911,NA,NA,NA,NA,"Pull",24.8166666666667,NA,NA,""
5912,NA,NA,NA,NA,"Set",0,NA,NA,""
5913,NA,NA,NA,NA,"Check",27.8333333333333,NA,NA,""
5931,NA,NA,NA,NA,"Check",22.8333333333333,NA,NA,""
5921,NA,NA,NA,NA,"Pull",22.3333333333333,NA,NA,""
5929,NA,NA,NA,NA,"Set",0,NA,NA,""
5927,NA,NA,NA,NA,"Check",22.6666666666667,NA,NA,""
5932,NA,NA,NA,NA,"Check",27.6,NA,NA,""
5935,NA,NA,NA,NA,"Check",19.6166666666667,NA,NA,""
5941,NA,NA,NA,NA,"Pull",23.2166666666667,NA,NA,""
5939,NA,NA,NA,NA,"Set",0,NA,NA,""
5937,NA,NA,NA,NA,"Check",26.8666666666667,NA,NA,""
5943,NA,NA,NA,NA,"Check",20.9666666666667,NA,NA,""
5944,NA,NA,NA,NA,"Check",26.75,NA,NA,""
5946,NA,NA,NA,NA,"Pull",27,NA,NA,""
5954,NA,NA,NA,NA,"Set",0,NA,NA,""
5960,NA,NA,NA,NA,"Check",21.75,NA,NA,""
5961,NA,NA,NA,NA,"Check",23.5333333333333,NA,NA,""
5963,NA,NA,NA,NA,"Check",24.3,NA,NA,""
5966,NA,NA,NA,NA,"Pull",23.9,NA,NA,""
5967,NA,NA,NA,NA,"Set",0,NA,NA,""
5969,NA,NA,NA,NA,"Check",22.4166666666667,NA,NA,""
5972,NA,NA,NA,NA,"Check",25.7833333333333,NA,NA,""
5974,NA,NA,NA,NA,"Check",24.8833333333333,NA,NA,""
5975,NA,NA,NA,NA,"Pull",26.9333333333333,NA,NA,""
6017,NA,NA,NA,NA,"Set",0,NA,NA,""
6023,NA,NA,NA,NA,"Check",21.75,NA,NA,""
6028,NA,NA,NA,NA,"Check",26.3,NA,NA,""
6029,NA,NA,NA,NA,"Pull",18.9,NA,NA,""
6030,NA,NA,NA,NA,"Set",0,NA,NA,""
6031,NA,NA,NA,NA,"Check",23.5166666666667,NA,NA,""
6032,NA,NA,NA,NA,"Check",25.0333333333333,NA,NA,""
6033,NA,NA,NA,NA,"Check",20.4166666666667,NA,NA,""
6034,NA,NA,NA,NA,"Pull",22.35,NA,NA,""
6035,NA,NA,NA,NA,"Set",0,NA,NA,""
6036,NA,NA,NA,NA,"Check",24.1666666666667,NA,NA,""
6041,NA,NA,NA,NA,"Check",24.55,NA,NA,""
6048,NA,NA,NA,NA,"Check",24.9833333333333,NA,NA,""
6049,NA,NA,NA,NA,"Pull",22.5166666666667,NA,NA,""
6050,NA,NA,NA,NA,"Set",0,NA,NA,""
6051,NA,NA,NA,NA,"Check",28.35,NA,NA,""
6053,NA,NA,NA,NA,"Check",18.2833333333333,NA,NA,""
6054,NA,NA,NA,NA,"Pull",27.1166666666667,NA,NA,""
6055,NA,NA,NA,NA,"Set",0,NA,NA,""
6059,NA,NA,NA,NA,"Check",21.1666666666667,NA,NA,""
6066,NA,NA,NA,NA,"Check",27.55,NA,NA,""
6067,NA,NA,NA,NA,"Pull",22.2,NA,NA,""
6068,NA,NA,NA,NA,"Set",0,NA,NA,""
6069,NA,NA,NA,NA,"Check",23,NA,NA,""
6070,NA,NA,NA,NA,"Check",23.4166666666667,NA,NA,""
6071,NA,NA,NA,NA,"Check",23.5833333333333,NA,NA,""
6072,NA,NA,NA,NA,"Pull",27,NA,NA,""
6100,NA,NA,NA,NA,NA,NA,NA,NA,""
6099,NA,NA,NA,NA,NA,NA,NA,NA,""
6110,NA,NA,NA,NA,NA,NA,NA,NA,""
6111,NA,NA,NA,NA,NA,NA,NA,NA,""
6112,NA,NA,NA,NA,NA,NA,NA,NA,""
6113,NA,NA,NA,NA,NA,NA,NA,NA,""
6114,NA,NA,NA,NA,NA,NA,NA,NA,""
6115,NA,NA,NA,NA,NA,NA,NA,NA,""
6124,NA,NA,NA,NA,"Set",0,NA,NA,""
6125,NA,NA,NA,NA,"Check",24,NA,NA,""
6126,NA,NA,NA,NA,"Check",23.8833333333333,NA,NA,""
6127,NA,NA,NA,NA,"Check",26.6,NA,NA,""
6128,NA,NA,NA,NA,"Pull",23.4666666666667,NA,NA,""
6129,NA,NA,NA,NA,"Set",0,NA,NA,""
6130,NA,NA,NA,NA,"Check",25.3666666666667,NA,NA,""
6131,NA,NA,NA,NA,"Pull",23.3833333333333,NA,NA,""
6132,NA,NA,NA,NA,"Set",0,NA,NA,""
6133,NA,NA,NA,NA,"Check",26.7833333333333,NA,NA,""
6134,NA,NA,NA,NA,"Pull",20.2333333333333,NA,NA,""
6141,NA,NA,NA,NA,"Set",0,NA,NA,""
6143,NA,NA,NA,NA,"Check",23.1166666666667,NA,NA,""
6161,NA,NA,NA,NA,"Check",26.1666666666667,NA,NA,""
6159,NA,NA,NA,NA,"Check",20.9333333333333,NA,NA,""
6156,NA,NA,NA,NA,"Pull",24.3666666666667,NA,NA,""
6157,NA,NA,NA,NA,"Set",0,NA,NA,""
6163,NA,NA,NA,NA,"Check",24.6166666666667,NA,NA,""
6165,NA,NA,NA,NA,"Check",22.25,NA,NA,""
6166,NA,NA,NA,NA,"Check",21.3666666666667,NA,NA,""
6167,NA,NA,NA,NA,"Pull",23.0166666666667,NA,NA,""
6172,NA,NA,NA,NA,"Set",0,NA,NA,""
6174,NA,NA,NA,NA,"Check",26,NA,NA,""
6176,NA,NA,NA,NA,"Check",20.1833333333333,NA,NA,""
6177,NA,NA,NA,NA,"Pull",26.9833333333333,NA,NA,""
6179,NA,NA,NA,NA,"Set",0,NA,NA,""
6182,NA,NA,NA,NA,"Check",23.1666666666667,NA,NA,""
6184,NA,NA,NA,NA,"Check",24.7166666666667,NA,NA,""
6194,NA,NA,NA,NA,"Check",25.45,NA,NA,""
6196,NA,NA,NA,NA,"Pull",20.3333333333333,NA,NA,""
6198,NA,NA,NA,NA,"Set",0,NA,NA,""
6199,NA,NA,NA,NA,"Check",28.1666666666667,NA,NA,""
6201,NA,NA,NA,NA,"Check",21.15,NA,NA,""
6203,NA,NA,NA,NA,"Check",24.3666666666667,NA,NA,""
6206,NA,NA,NA,NA,"Pull",23.2166666666667,NA,NA,""
6208,NA,NA,NA,NA,"Set",0,NA,NA,""
6209,NA,NA,NA,NA,"Check",23.5833333333333,NA,NA,""
6211,NA,NA,NA,NA,"Check",24.1666666666667,NA,NA,""
6214,NA,NA,NA,NA,"Check",21.0833333333333,NA,NA,""
6216,NA,NA,NA,NA,"Pull",24.5,NA,NA,""
6220,NA,NA,NA,NA,"Check",26.3166666666667,NA,NA,""
6221,NA,NA,NA,NA,"Check",21.6333333333333,NA,NA,""
6224,NA,NA,NA,NA,"Pull",23.3,NA,NA,""
6226,NA,NA,NA,NA,"Set",0,NA,NA,""
6227,NA,NA,NA,NA,"Check",26.6333333333333,NA,NA,""
6259,NA,NA,NA,NA,"Check",24.8333333333333,NA,NA,""
6260,NA,NA,NA,NA,"Check",22.25,NA,NA,""
6261,NA,NA,NA,NA,"Pull",22.6666666666667,NA,NA,""
6237,NA,NA,NA,NA,"Set",0,NA,NA,""
6236,NA,NA,NA,NA,"Check",24.1,NA,NA,""
6233,NA,NA,NA,NA,"Check",22.9833333333333,NA,NA,""
6232,NA,NA,NA,NA,"Check",23.2666666666667,NA,NA,""
6229,NA,NA,NA,NA,"Pull",21.9166666666667,NA,NA,""
6274,NA,NA,NA,NA,"Set",0,NA,NA,""
6273,NA,NA,NA,NA,"Check",24.5833333333333,NA,NA,""
6271,NA,NA,NA,NA,"Check",26.6333333333333,NA,NA,""
6270,NA,NA,NA,NA,"Pull",20.8,NA,NA,""
6276,NA,NA,NA,NA,"Set",0,NA,NA,""
6239,NA,NA,NA,NA,"Pull",23.7833333333333,NA,NA,""
6241,NA,NA,NA,NA,"Set",0,NA,NA,""
6277,NA,NA,NA,NA,"Check",24.45,NA,NA,""
6284,NA,NA,NA,NA,"Check",25.7666666666667,NA,NA,""
6291,NA,NA,NA,NA,"Check",24.2833333333333,NA,NA,""
6294,NA,NA,NA,NA,"Pull",21.9,NA,NA,""
6296,NA,NA,NA,NA,"Set",0,NA,NA,""
6298,NA,NA,NA,NA,"Check",20.0333333333333,NA,NA,""
6299,NA,NA,NA,NA,"Pull",26.6333333333333,NA,NA,""
6302,NA,NA,NA,NA,"Set",0,NA,NA,""
6318,NA,NA,NA,NA,"Check",22.3166666666667,NA,NA,""
6317,NA,NA,NA,NA,"Check",25.3833333333333,NA,NA,""
6316,NA,NA,NA,NA,"Check",21.4666666666667,NA,NA,""
6330,NA,NA,NA,NA,"Pull",24.1666666666667,NA,NA,""
6329,NA,NA,NA,NA,"Set",0,NA,NA,""
6327,NA,NA,NA,NA,"Check",22.9333333333333,NA,NA,""
6326,NA,NA,NA,NA,"Check",24.2166666666667,NA,NA,""
6325,NA,NA,NA,NA,"Check",24.0666666666667,NA,NA,""
6331,NA,NA,NA,NA,"Pull",28.55,NA,NA,""
6334,NA,NA,NA,NA,"Set",0,NA,NA,""
6335,NA,NA,NA,NA,"Check",25.0166666666667,NA,NA,""
6348,NA,NA,NA,NA,"Check",24.65,NA,NA,""
6355,NA,NA,NA,NA,"Check",21.5,NA,NA,""
6354,NA,NA,NA,NA,"Pull",23.3,NA,NA,""
6352,NA,NA,NA,NA,"Set",0,NA,NA,""
6350,NA,NA,NA,NA,"Check",23.7333333333333,NA,NA,""
6363,NA,NA,NA,NA,"Check",24.3,NA,NA,""
6361,NA,NA,NA,NA,"Check",23.9166666666667,NA,NA,""
6359,NA,NA,NA,NA,"Pull",24.3333333333333,NA,NA,""
6358,NA,NA,NA,NA,"Set",0,NA,NA,""
6367,NA,NA,NA,NA,"Check",25.4166666666667,NA,NA,""
6370,NA,NA,NA,NA,"Check",25.0833333333333,NA,NA,""
6379,NA,NA,NA,NA,"Check",24,NA,NA,""
6383,NA,NA,NA,NA,"Pull",23.9166666666667,NA,NA,""
6385,NA,NA,NA,NA,"Set",0,NA,NA,""
6387,NA,NA,NA,NA,"Check",25.3166666666667,NA,NA,""
6391,NA,NA,NA,NA,"Check",24.4666666666667,NA,NA,""
6389,NA,NA,NA,NA,"Check",23.6333333333333,NA,NA,""
6393,NA,NA,NA,NA,"Pull",24.6166666666667,NA,NA,""
6394,NA,NA,NA,NA,"Set",0,NA,NA,""
6397,NA,NA,NA,NA,"Check",24.7166666666667,NA,NA,""
6400,NA,NA,NA,NA,"Check",21.0666666666667,NA,NA,""
6411,NA,NA,NA,NA,"Check",29.1666666666667,NA,NA,""
6409,NA,NA,NA,NA,"Pull",15.9833333333333,NA,NA,""
6416,NA,NA,NA,NA,"Set",0,NA,NA,""
6417,NA,NA,NA,NA,"Check",25.2666666666667,NA,NA,""
6418,NA,NA,NA,NA,"Check",22.5,NA,NA,""
6420,NA,NA,NA,NA,"Pull",25.3333333333333,NA,NA,""
6422,NA,NA,NA,NA,"Set",0,NA,NA,""
6424,NA,NA,NA,NA,"Check",26.05,NA,NA,""
6426,NA,NA,NA,NA,"Check",20.9166666666667,NA,NA,""
6428,NA,NA,NA,NA,"Check",25.3333333333333,NA,NA,""
6430,NA,NA,NA,NA,"Pull",22.6333333333333,NA,NA,""
6433,NA,NA,NA,NA,"Set",0,NA,NA,""
6434,NA,NA,NA,NA,"Check",24.3166666666667,NA,NA,""
6438,NA,NA,NA,NA,"Check",26.55,NA,NA,""
6451,NA,NA,NA,NA,"Check",22.0666666666667,NA,NA,""
6449,NA,NA,NA,NA,"Pull",22.6833333333333,NA,NA,""
6453,NA,NA,NA,NA,"Set",0,NA,NA,""
6463,NA,NA,NA,NA,"Check",27,NA,NA,""
6461,NA,NA,NA,NA,"Check",21.4,NA,NA,""
6465,NA,NA,NA,NA,"Pull",20.8833333333333,NA,NA,""
6468,NA,NA,NA,NA,"Set",0,NA,NA,""
6470,NA,NA,NA,NA,"Check",24.65,NA,NA,""
6473,NA,NA,NA,NA,"Check",24.5833333333333,NA,NA,""
6481,NA,NA,NA,NA,"Check",25.2,NA,NA,""
6485,NA,NA,NA,NA,"Pull",21.95,NA,NA,""
6488,NA,NA,NA,NA,"Set",0,NA,NA,""
6491,NA,NA,NA,NA,"Pull",23.75,NA,NA,""
6556,NA,NA,NA,NA,"Set",0,NA,NA,""
6561,NA,NA,NA,NA,"Check",26.5666666666667,NA,NA,""
6558,NA,NA,NA,NA,"Check",18.1333333333333,NA,NA,""
6532,NA,NA,NA,NA,"Pull",24.5833333333333,NA,NA,""
6533,NA,NA,NA,NA,"Set",0,NA,NA,""
6555,NA,NA,NA,NA,"Check",25.4,NA,NA,""
6554,NA,NA,NA,NA,"Check",22.1666666666667,NA,NA,""
6553,NA,NA,NA,NA,"Check",23.6666666666667,NA,NA,""
6552,NA,NA,NA,NA,"Pull",24.4166666666667,NA,NA,""
6534,NA,NA,NA,NA,"Set",0,NA,NA,""
6541,NA,NA,NA,NA,"Check",25.7,NA,NA,""
6547,NA,NA,NA,NA,"Check",19.4666666666667,NA,NA,""
6599,NA,NA,NA,NA,"Check",0.0833333333333333,NA,NA,""
6564,NA,NA,NA,NA,"Check",24,NA,NA,""
6565,NA,NA,NA,NA,"Pull",25.25,NA,NA,""
6598,NA,NA,NA,NA,NA,NA,NA,NA,""
6566,NA,NA,NA,NA,"Check",24,NA,NA,""
6576,NA,NA,NA,NA,"Check",23.5833333333333,NA,NA,""
6577,NA,NA,NA,NA,"Pull",22.75,NA,NA,""
6579,NA,NA,NA,NA,"Set",0,NA,NA,""
6581,NA,NA,NA,NA,"Check",20.0833333333333,NA,NA,""
6580,NA,NA,NA,NA,"Check",28.6666666666667,NA,NA,""
